occurrence_ordinal	frame	after_source_ordinal	cpu	pc	opcode	start_master_cycle	refresh_delay_total_master_cycles	next_pc	delta_to_next_start	flow	branch_outcome	roles	source
755	1150	26	2	0x71D30	0xE34D	145045	1750	0x71D32	56	linear	n/a	ordinary	FMSetFreq@s1.sounddriver.asm:396-407
756	1150	26	2	0x71D32	0x41FA	145101	1750	0x71D36	56	linear	n/a	ordinary	FMSetFreq@s1.sounddriver.asm:396-407
757	1150	26	2	0x71D36	0x3C30	145157	1750	0x71D3A	98	linear	n/a	ordinary	FMSetFreq@s1.sounddriver.asm:396-407
758	1150	26	2	0x71D3A	0x3B46	145255	1750	0x71D3E	84	linear	n/a	ordinary	FMSetFreq@s1.sounddriver.asm:396-407
759	1150	26	2	0x71D3E	0x4E75	145339	1750	0x71D10	112	return	target=0x71D10	control_flow	FMSetFreq@s1.sounddriver.asm:396-407
760	1150	26	2	0x71D10	0x1A1C	145451	1750	0x71D12	70	linear	n/a	ordinary	FMDoNext@s1.sounddriver.asm:365-393
761	1150	26	2	0x71D12	0x6A06	145521	1764	0x71D1A	70	branch	taken	control_flow	FMDoNext@s1.sounddriver.asm:365-393
762	1150	26	2	0x71D1A	0x4EBA	145591	1764	0x71D40	126	call	target=0x71D40	control_flow	FMDoNext@s1.sounddriver.asm:365-393
763	1150	26	2	0x71D40	0x1005	145717	1764	0x71D42	28	linear	n/a	ordinary	SetDuration@s1.sounddriver.asm:410-426
764	1150	26	2	0x71D42	0x122D	145745	1764	0x71D46	84	linear	n/a	ordinary	SetDuration@s1.sounddriver.asm:410-426
765	1150	26	2	0x71D46	0x5301	145829	1764	0x71D48	28	linear	n/a	ordinary	SetDuration@s1.sounddriver.asm:410-426
766	1150	26	2	0x71D48	0x6704	145857	1764	0x71D4E	70	branch	taken	control_flow	SetDuration@s1.sounddriver.asm:410-426
767	1150	26	2	0x71D4E	0x1B40	145927	1764	0x71D52	84	linear	n/a	ordinary	SetDuration@s1.sounddriver.asm:410-426
768	1150	26	2	0x71D52	0x1B40	146011	1764	0x71D56	84	linear	n/a	ordinary	SetDuration@s1.sounddriver.asm:410-426
769	1150	26	2	0x71D56	0x4E75	146095	1764	0x71D1E	112	return	target=0x71D1E	control_flow	SetDuration@s1.sounddriver.asm:410-426
770	1150	26	2	0x71D1E	0x6000	146207	1764	0x71D60	70	branch	target=0x71D60	control_flow	FMDoNext@s1.sounddriver.asm:365-393
771	1150	26	2	0x71D60	0x2B4C	146277	1764	0x71D64	112	linear	n/a	ordinary	FinishTrackUpdate@s1.sounddriver.asm:435-456
772	1150	26	2	0x71D64	0x1B6D	146389	1764	0x71D6A	154	linear	n/a	ordinary	FinishTrackUpdate@s1.sounddriver.asm:435-456
773	1150	26	2	0x71D6A	0x0815	146543	1778	0x71D6E	84	linear	n/a	ordinary	FinishTrackUpdate@s1.sounddriver.asm:435-456
774	1150	26	2	0x71D6E	0x662C	146627	1778	0x71D70	56	branch	not_taken	control_flow	FinishTrackUpdate@s1.sounddriver.asm:435-456
775	1150	26	2	0x71D70	0x1B6D	146683	1778	0x71D76	140	linear	n/a	ordinary	FinishTrackUpdate@s1.sounddriver.asm:435-456
776	1150	26	2	0x71D76	0x422D	146823	1778	0x71D7A	112	linear	n/a	ordinary	FinishTrackUpdate@s1.sounddriver.asm:435-456
777	1150	26	2	0x71D7A	0x0815	146935	1778	0x71D7E	84	linear	n/a	ordinary	FinishTrackUpdate@s1.sounddriver.asm:435-456
778	1150	26	2	0x71D7E	0x671C	147019	1778	0x71D80	56	branch	not_taken	control_flow	FinishTrackUpdate@s1.sounddriver.asm:435-456
779	1150	26	2	0x71D80	0x206D	147075	1778	0x71D84	112	linear	n/a	ordinary	FinishTrackUpdate@s1.sounddriver.asm:435-456
780	1150	26	2	0x71D84	0x1B58	147187	1778	0x71D88	112	linear	n/a	ordinary	FinishTrackUpdate@s1.sounddriver.asm:435-456
781	1150	26	2	0x71D88	0x1B58	147299	1778	0x71D8C	126	linear	n/a	ordinary	FinishTrackUpdate@s1.sounddriver.asm:435-456
782	1150	26	2	0x71D8C	0x1B58	147425	1792	0x71D90	112	linear	n/a	ordinary	FinishTrackUpdate@s1.sounddriver.asm:435-456
783	1150	26	2	0x71D90	0x1018	147537	1792	0x71D92	56	linear	n/a	ordinary	FinishTrackUpdate@s1.sounddriver.asm:435-456
784	1150	26	2	0x71D92	0xE208	147593	1792	0x71D94	56	linear	n/a	ordinary	FinishTrackUpdate@s1.sounddriver.asm:435-456
785	1150	26	2	0x71D94	0x1B40	147649	1792	0x71D98	84	linear	n/a	ordinary	FinishTrackUpdate@s1.sounddriver.asm:435-456
786	1150	26	2	0x71D98	0x426D	147733	1792	0x71D9C	112	linear	n/a	ordinary	FinishTrackUpdate@s1.sounddriver.asm:435-456
787	1150	26	2	0x71D9C	0x4E75	147845	1792	0x71CD8	112	return	target=0x71CD8	control_flow	FinishTrackUpdate@s1.sounddriver.asm:435-456
788	1150	26	2	0x71CD8	0x4EBA	147957	1792	0x71E18	126	call	target=0x71E18	control_flow	FMUpdateTrack@s1.sounddriver.asm:348-362
789	1150	26	2	0x71E18	0x0815	148083	1792	0x71E1C	84	linear	n/a	ordinary	FMPrepareNote@s1.sounddriver.asm:523-529
790	1150	26	2	0x71E1C	0x662A	148167	1792	0x71E1E	56	branch	not_taken	control_flow	FMPrepareNote@s1.sounddriver.asm:523-529
791	1150	26	2	0x71E1E	0x3C2D	148223	1792	0x71E22	98	linear	n/a	ordinary	FMPrepareNote@s1.sounddriver.asm:523-529
792	1150	26	2	0x71E22	0x6726	148321	1806	0x71E24	56	branch	not_taken	control_flow	FMPrepareNote@s1.sounddriver.asm:523-529
793	1150	26	2	0x71E24	0x102D	148377	1806	0x71E28	84	linear	n/a	ordinary	FMUpdateFreq@s1.sounddriver.asm:529-545
794	1150	26	2	0x71E28	0x4880	148461	1806	0x71E2A	28	linear	n/a	ordinary	FMUpdateFreq@s1.sounddriver.asm:529-545
795	1150	26	2	0x71E2A	0xDC40	148489	1806	0x71E2C	28	linear	n/a	ordinary	FMUpdateFreq@s1.sounddriver.asm:529-545
796	1150	26	2	0x71E2C	0x0815	148517	1806	0x71E30	84	linear	n/a	ordinary	FMUpdateFreq@s1.sounddriver.asm:529-545
797	1150	26	2	0x71E30	0x6616	148601	1806	0x71E32	56	branch	not_taken	control_flow	FMUpdateFreq@s1.sounddriver.asm:529-545
798	1150	26	2	0x71E32	0x3206	148657	1806	0x71E34	28	linear	n/a	ordinary	FMUpdateFreq@s1.sounddriver.asm:529-545
799	1150	26	2	0x71E34	0xE049	148685	1806	0x71E36	154	linear	n/a	ordinary	FMUpdateFreq@s1.sounddriver.asm:529-545
800	1150	26	2	0x71E36	0x103C	148839	1806	0x71E3A	56	linear	n/a	ordinary	FMUpdateFreq@s1.sounddriver.asm:529-545
801	1150	26	2	0x71E3A	0x4EBA	148895	1806	0x72722	126	call	target=0x72722	control_flow	FMUpdateFreq@s1.sounddriver.asm:529-545
802	1150	26	2	0x72722	0x082D	149021	1806	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
803	1150	26	2	0x72728	0x6630	149133	1806	0x7275A	84	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
804	1150	26	2	0x7275A	0x142D	149217	1820	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
805	1150	26	2	0x7275E	0x0882	149301	1820	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
806	1150	26	2	0x72762	0xD002	149385	1820	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
807	1150	26	2	0x72764	0x1439	149413	1820	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
808	1150	26	2	0x7276A	0x0802	149532	1820	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
809	1150	26	2	0x7276E	0x66F4	149602	1820	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
810	1150	26	2	0x72770	0x13C0	149658	1820	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
811	1150	26	2	0x72776	0x4E71	149777	1820	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
812	1150	26	2	0x72778	0x4E71	149805	1820	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
813	1150	26	2	0x7277A	0x4E71	149833	1820	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
814	1150	26	2	0x7277C	0x1439	149861	1820	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
815	1150	26	2	0x72782	0x0802	149980	1820	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
816	1150	26	2	0x72786	0x66F4	150050	1820	0x72788	70	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
817	1150	26	2	0x72788	0x13C1	150120	1834	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
818	1150	27	2	0x7278E	0x4E75	150239	1834	0x71E3E	112	return	target=0x71E3E	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
819	1150	27	2	0x71E3E	0x1206	150351	1834	0x71E40	28	linear	n/a	ordinary	FMUpdateFreq@s1.sounddriver.asm:529-545
820	1150	27	2	0x71E40	0x103C	150379	1834	0x71E44	56	linear	n/a	ordinary	FMUpdateFreq@s1.sounddriver.asm:529-545
821	1150	27	2	0x71E44	0x4EBA	150435	1834	0x72722	126	call	target=0x72722	control_flow	FMUpdateFreq@s1.sounddriver.asm:529-545
822	1150	27	2	0x72722	0x082D	150561	1834	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
823	1150	27	2	0x72728	0x6630	150673	1834	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
824	1150	27	2	0x7275A	0x142D	150743	1834	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
825	1150	27	2	0x7275E	0x0882	150827	1834	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
826	1150	27	2	0x72762	0xD002	150911	1834	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
827	1150	27	2	0x72764	0x1439	150939	1834	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
828	1150	27	2	0x7276A	0x0802	151058	1834	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
829	1150	27	2	0x7276E	0x66F4	151142	1848	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
830	1150	27	2	0x72764	0x1439	151212	1848	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
831	1150	27	2	0x7276A	0x0802	151331	1848	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
832	1150	27	2	0x7276E	0x66F4	151401	1848	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
833	1150	27	2	0x72764	0x1439	151471	1848	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
834	1150	27	2	0x7276A	0x0802	151590	1848	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
835	1150	27	2	0x7276E	0x66F4	151660	1848	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
836	1150	27	2	0x72764	0x1439	151730	1848	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
837	1150	27	2	0x7276A	0x0802	151849	1848	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
838	1150	27	2	0x7276E	0x66F4	151919	1848	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
839	1150	27	2	0x72770	0x13C0	151975	1848	0x72776	133	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
840	1150	27	2	0x72776	0x4E71	152108	1862	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
841	1150	27	2	0x72778	0x4E71	152136	1862	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
842	1150	27	2	0x7277A	0x4E71	152164	1862	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
843	1150	27	2	0x7277C	0x1439	152192	1862	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
844	1150	27	2	0x72782	0x0802	152311	1862	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
845	1150	27	2	0x72786	0x66F4	152381	1862	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
846	1150	27	2	0x72788	0x13C1	152437	1862	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
847	1150	28	2	0x7278E	0x4E75	152556	1862	0x71E48	112	return	target=0x71E48	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
848	1150	28	2	0x71E48	0x4E75	152668	1862	0x71CDC	112	return	target=0x71CDC	control_flow	FMUpdateFreq@s1.sounddriver.asm:529-545
849	1150	28	2	0x71CDC	0x6000	152780	1862	0x726E2	70	branch	target=0x726E2	control_flow	FMUpdateTrack@s1.sounddriver.asm:348-362
850	1150	28	2	0x726E2	0x0815	152850	1862	0x726E6	84	linear	n/a	ordinary	FMNoteOn@s1.sounddriver.asm:1667-1680
851	1150	28	2	0x726E6	0x6614	152934	1862	0x726E8	70	branch	not_taken	control_flow	FMNoteOn@s1.sounddriver.asm:1667-1680
852	1150	28	2	0x726E8	0x0815	153004	1876	0x726EC	84	linear	n/a	ordinary	FMNoteOn@s1.sounddriver.asm:1667-1680
853	1150	28	2	0x726EC	0x660E	153088	1876	0x726EE	56	branch	not_taken	control_flow	FMNoteOn@s1.sounddriver.asm:1667-1680
854	1150	28	2	0x726EE	0x7028	153144	1876	0x726F0	28	linear	n/a	ordinary	FMNoteOn@s1.sounddriver.asm:1667-1680
855	1150	28	2	0x726F0	0x122D	153172	1876	0x726F4	84	linear	n/a	ordinary	FMNoteOn@s1.sounddriver.asm:1667-1680
856	1150	28	2	0x726F4	0x0001	153256	1876	0x726F8	56	linear	n/a	ordinary	FMNoteOn@s1.sounddriver.asm:1667-1680
857	1150	28	2	0x726F8	0x6000	153312	1876	0x7272E	70	branch	target=0x7272E	control_flow	FMNoteOn@s1.sounddriver.asm:1667-1680
858	1150	28	2	0x7272E	0x1439	153382	1876	0x72734	119	linear	n/a	ordinary,busy_poll	WriteFMI@s1.sounddriver.asm:1725-1742
859	1150	28	2	0x72734	0x0802	153501	1876	0x72738	70	linear	n/a	ordinary,busy_poll	WriteFMI@s1.sounddriver.asm:1725-1742
860	1150	28	2	0x72738	0x66F4	153571	1876	0x7272E	70	branch	taken	control_flow	WriteFMI@s1.sounddriver.asm:1725-1742
861	1150	28	2	0x7272E	0x1439	153641	1876	0x72734	119	linear	n/a	ordinary,busy_poll	WriteFMI@s1.sounddriver.asm:1725-1742
862	1150	28	2	0x72734	0x0802	153760	1876	0x72738	70	linear	n/a	ordinary,busy_poll	WriteFMI@s1.sounddriver.asm:1725-1742
863	1150	28	2	0x72738	0x66F4	153830	1876	0x7272E	84	branch	taken	control_flow	WriteFMI@s1.sounddriver.asm:1725-1742
864	1150	28	2	0x7272E	0x1439	153914	1890	0x72734	119	linear	n/a	ordinary,busy_poll	WriteFMI@s1.sounddriver.asm:1725-1742
865	1150	28	2	0x72734	0x0802	154033	1890	0x72738	70	linear	n/a	ordinary,busy_poll	WriteFMI@s1.sounddriver.asm:1725-1742
866	1150	28	2	0x72738	0x66F4	154103	1890	0x7273A	56	branch	not_taken	control_flow	WriteFMI@s1.sounddriver.asm:1725-1742
867	1150	28	2	0x7273A	0x13C0	154159	1890	0x72740	119	linear	n/a	ordinary	WriteFMI@s1.sounddriver.asm:1725-1742
868	1150	28	2	0x72740	0x4E71	154278	1890	0x72742	28	linear	n/a	ordinary	WriteFMI@s1.sounddriver.asm:1725-1742
869	1150	28	2	0x72742	0x4E71	154306	1890	0x72744	28	linear	n/a	ordinary	WriteFMI@s1.sounddriver.asm:1725-1742
870	1150	28	2	0x72744	0x4E71	154334	1890	0x72746	28	linear	n/a	ordinary	WriteFMI@s1.sounddriver.asm:1725-1742
871	1150	28	2	0x72746	0x1439	154362	1890	0x7274C	119	linear	n/a	ordinary,busy_poll	WriteFMI@s1.sounddriver.asm:1725-1742
872	1150	28	2	0x7274C	0x0802	154481	1890	0x72750	70	linear	n/a	ordinary,busy_poll	WriteFMI@s1.sounddriver.asm:1725-1742
873	1150	28	2	0x72750	0x66F4	154551	1890	0x72752	56	branch	not_taken	control_flow,busy_poll	WriteFMI@s1.sounddriver.asm:1725-1742
874	1150	28	2	0x72752	0x13C1	154607	1890	key_on	key_on	linear	n/a	ordinary,ym_write	WriteFMI@s1.sounddriver.asm:1725-1742
