occurrence_ordinal	frame	after_source_ordinal	cpu	pc	opcode	start_master_cycle	next_pc	delta_to_next_start	flow	branch_outcome	roles	source
846	872	27	1	0x2AD	0x10	285180	0x2AF	120	branch	not_taken	control_flow	zSetDuration@s2.sounddriver.asm:928-942
847	872	27	1	0x2AF	0xDD	285300	0x2B2	285	linear	n/a	ordinary	zSetDuration@s2.sounddriver.asm:928-942
848	872	27	1	0x2B2	0xDD	285585	0x2B5	285	linear	n/a	ordinary	zSetDuration@s2.sounddriver.asm:928-942
849	872	27	1	0x2B5	0xC9	285870	0x282	150	return	target=0x282	control_flow	zSetDuration@s2.sounddriver.asm:928-942
850	872	27	1	0x282	0xC3	286020	0x2BA	150	branch	target=0x2BA	control_flow	zFMDoNext@s2.sounddriver.asm:841-870
851	872	27	1	0x2BA	0xDD	286170	0x2BD	285	linear	n/a	ordinary	zFinishTrackUpdate@s2.sounddriver.asm:946-962
852	872	27	1	0x2BD	0xDD	286455	0x2C0	285	linear	n/a	ordinary	zFinishTrackUpdate@s2.sounddriver.asm:946-962
853	872	27	1	0x2C0	0xDD	286740	0x2C3	285	linear	n/a	ordinary	zFinishTrackUpdate@s2.sounddriver.asm:946-962
854	872	27	1	0x2C3	0xDD	287025	0x2C6	285	linear	n/a	ordinary	zFinishTrackUpdate@s2.sounddriver.asm:946-962
855	872	27	1	0x2C6	0xDD	287310	0x2CA	300	linear	n/a	ordinary	zFinishTrackUpdate@s2.sounddriver.asm:946-962
856	872	27	1	0x2CA	0xC0	287610	0x2CB	75	return	not_taken	control_flow	zFinishTrackUpdate@s2.sounddriver.asm:946-962
857	872	27	1	0x2CB	0xDD	287685	0x2CE	285	linear	n/a	ordinary	zFinishTrackUpdate@s2.sounddriver.asm:946-962
858	872	27	1	0x2CE	0xDD	287970	0x2D1	285	linear	n/a	ordinary	zFinishTrackUpdate@s2.sounddriver.asm:946-962
859	872	27	1	0x2D1	0xDD	288255	0x2D5	285	linear	n/a	ordinary	zFinishTrackUpdate@s2.sounddriver.asm:946-962
860	872	27	1	0x2D5	0xDD	288540	0x2D9	300	linear	n/a	ordinary	zFinishTrackUpdate@s2.sounddriver.asm:946-962
861	872	27	1	0x2D9	0xC8	288840	0x243	165	return	taken	control_flow	zFinishTrackUpdate@s2.sounddriver.asm:946-962
862	872	27	1	0x243	0xCD	289005	0x3E5	255	call	target=0x3E5	control_flow	zFMUpdateTrack@s2.sounddriver.asm:820-835
863	872	27	1	0x3E5	0xDD	289260	0x3E9	300	linear	n/a	ordinary	zFMPrepareNote@s2.sounddriver.asm:1078-1086
864	872	27	1	0x3E9	0xC0	289560	0x3EA	75	return	not_taken	control_flow	zFMPrepareNote@s2.sounddriver.asm:1078-1086
865	872	27	1	0x3EA	0xDD	289635	0x3ED	285	linear	n/a	ordinary	zFMPrepareNote@s2.sounddriver.asm:1078-1086
866	872	27	1	0x3ED	0xDD	289920	0x3F0	285	linear	n/a	ordinary	zFMPrepareNote@s2.sounddriver.asm:1078-1086
867	872	27	1	0x3F0	0x7A	290205	0x3F1	60	linear	n/a	ordinary	zFMPrepareNote@s2.sounddriver.asm:1078-1086
868	872	27	1	0x3F1	0xB3	290265	0x3F2	60	linear	n/a	ordinary	zFMPrepareNote@s2.sounddriver.asm:1078-1086
869	872	27	1	0x3F2	0xCA	290325	0x3F5	150	branch	not_taken	control_flow	zFMPrepareNote@s2.sounddriver.asm:1078-1086
870	872	27	1	0x3F5	0xDD	290475	0x3F9	300	linear	n/a	ordinary	zFMUpdateFreq@s2.sounddriver.asm:1088-1117
871	872	27	1	0x3F9	0xC0	290775	0x3FA	75	return	not_taken	control_flow	zFMUpdateFreq@s2.sounddriver.asm:1088-1117
872	872	27	1	0x3FA	0x26	290850	0x3FC	105	linear	n/a	ordinary	zFMUpdateFreq@s2.sounddriver.asm:1088-1117
873	872	27	1	0x3FC	0xDD	290955	0x3FF	285	linear	n/a	ordinary	zFMUpdateFreq@s2.sounddriver.asm:1088-1117
874	872	27	1	0x3FF	0xCB	291240	0x401	120	linear	n/a	ordinary	zFMUpdateFreq@s2.sounddriver.asm:1088-1117
875	872	27	1	0x401	0x28	291360	0x405	180	branch	taken	control_flow	zFMUpdateFreq@s2.sounddriver.asm:1088-1117
876	872	27	1	0x405	0x19	291540	0x406	165	linear	n/a	ordinary	zFMUpdateFreq@s2.sounddriver.asm:1088-1117
877	872	27	1	0x406	0x4C	291705	0x407	60	linear	n/a	ordinary	zFMUpdateFreq@s2.sounddriver.asm:1088-1117
878	872	27	1	0x407	0xDD	291765	0x40A	285	linear	n/a	ordinary	zFMUpdateFreq@s2.sounddriver.asm:1088-1117
879	872	27	1	0x40A	0xE6	292050	0x40C	105	linear	n/a	ordinary	zFMUpdateFreq@s2.sounddriver.asm:1088-1117
880	872	27	1	0x40C	0xC6	292155	0x40E	105	linear	n/a	ordinary	zFMUpdateFreq@s2.sounddriver.asm:1088-1117
881	872	27	1	0x40E	0xD7	292260	0x10	165	call	target=0x10	control_flow	zFMUpdateFreq@s2.sounddriver.asm:1088-1117
882	872	27	1	0x10	0xDD	292425	0x14	300	linear	n/a	ordinary	zWriteFMIorII@s2.sounddriver.asm:342-347
883	872	27	1	0x14	0x28	292725	0x16	105	branch	not_taken	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
884	872	27	1	0x16	0x18	292830	0x28	180	branch	target=0x28	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
885	872	27	1	0x28	0xF5	293010	0x29	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
886	872	27	1	0x29	0xCF	293175	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
887	872	27	1	0x8	0x3A	293340	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
888	872	27	1	0xB	0x87	293535	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
889	872	27	1	0xC	0x38	293595	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
890	872	27	1	0xE	0xC9	293700	0x2A	150	return	target=0x2A	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
891	872	27	1	0x2A	0xF1	293850	0x2B	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
892	872	27	1	0x2B	0x32	294000	0x2E	195	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
893	872	27	1	0x2E	0xF5	294195	0x2F	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
894	872	27	1	0x2F	0xCF	294360	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
895	872	27	1	0x8	0x3A	294525	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
896	872	27	1	0xB	0x87	294720	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
897	872	27	1	0xC	0x38	294780	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
898	872	27	1	0xE	0xC9	294885	0x30	150	return	target=0x30	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
899	872	27	1	0x30	0x79	295035	0x31	60	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
900	872	27	1	0x31	0x32	295095	0x34	195	linear	n/a	ordinary,ym_write	zWriteFMII@s2.sounddriver.asm:372-389
901	872	28	1	0x34	0xF1	295290	0x35	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
902	872	28	1	0x35	0xC9	295440	0x40F	150	return	target=0x40F	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
903	872	28	1	0x40F	0x4D	295590	0x410	60	linear	n/a	ordinary	zFMUpdateFreq@s2.sounddriver.asm:1088-1117
904	872	28	1	0x410	0xD6	295650	0x412	105	linear	n/a	ordinary	zFMUpdateFreq@s2.sounddriver.asm:1088-1117
905	872	28	1	0x412	0xD7	295755	0x10	165	call	target=0x10	control_flow	zFMUpdateFreq@s2.sounddriver.asm:1088-1117
906	872	28	1	0x10	0xDD	295920	0x14	300	linear	n/a	ordinary	zWriteFMIorII@s2.sounddriver.asm:342-347
907	872	28	1	0x14	0x28	296220	0x16	105	branch	not_taken	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
908	872	28	1	0x16	0x18	296325	0x28	180	branch	target=0x28	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
909	872	28	1	0x28	0xF5	296505	0x29	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
910	872	28	1	0x29	0xCF	296670	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
911	872	28	1	0x8	0x3A	296835	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
912	872	28	1	0xB	0x87	297030	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
913	872	28	1	0xC	0x38	297090	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
914	872	28	1	0xE	0xC9	297195	0x2A	150	return	target=0x2A	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
915	872	28	1	0x2A	0xF1	297345	0x2B	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
916	872	28	1	0x2B	0x32	297495	0x2E	195	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
917	872	28	1	0x2E	0xF5	297690	0x2F	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
918	872	28	1	0x2F	0xCF	297855	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
919	872	28	1	0x8	0x3A	298020	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
920	872	28	1	0xB	0x87	298215	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
921	872	28	1	0xC	0x38	298275	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
922	872	28	1	0xE	0xC9	298380	0x30	150	return	target=0x30	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
923	872	28	1	0x30	0x79	298530	0x31	60	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
924	872	28	1	0x31	0x32	298590	0x34	195	linear	n/a	ordinary,ym_write	zWriteFMII@s2.sounddriver.asm:372-389
925	872	29	1	0x34	0xF1	298785	0x35	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
926	872	29	1	0x35	0xC9	298935	0x413	150	return	target=0x413	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
927	872	29	1	0x413	0xC9	299085	0x246	150	return	target=0x246	control_flow	zFMUpdateFreq@s2.sounddriver.asm:1088-1117
928	872	29	1	0x246	0xCD	299235	0xC46	255	call	target=0xC46	control_flow	zFMUpdateTrack@s2.sounddriver.asm:820-835
929	872	29	1	0xC46	0xDD	299490	0xC49	285	linear	n/a	ordinary	zFMNoteOn@s2.sounddriver.asm:2796-2807
930	872	29	1	0xC49	0xE6	299775	0xC4B	105	linear	n/a	ordinary	zFMNoteOn@s2.sounddriver.asm:2796-2807
931	872	29	1	0xC4B	0xC0	299880	0xC4C	75	return	not_taken	control_flow	zFMNoteOn@s2.sounddriver.asm:2796-2807
932	872	29	1	0xC4C	0xDD	299955	0xC4F	285	linear	n/a	ordinary	zFMNoteOn@s2.sounddriver.asm:2796-2807
933	872	29	1	0xC4F	0xF6	300240	0xC51	105	linear	n/a	ordinary	zFMNoteOn@s2.sounddriver.asm:2796-2807
934	872	29	1	0xC51	0x4F	300345	0xC52	60	linear	n/a	ordinary	zFMNoteOn@s2.sounddriver.asm:2796-2807
935	872	29	1	0xC52	0x3E	300405	0xC54	105	linear	n/a	ordinary	zFMNoteOn@s2.sounddriver.asm:2796-2807
936	872	29	1	0xC54	0xDF	300510	0x18	165	call	target=0x18	control_flow	zFMNoteOn@s2.sounddriver.asm:2796-2807
937	872	29	1	0x18	0xF5	300675	0x19	165	linear	n/a	ordinary	zWriteFMI@s2.sounddriver.asm:351-368
938	872	29	1	0x19	0xCF	300840	0x8	165	call	target=0x8	control_flow	zWriteFMI@s2.sounddriver.asm:351-368
939	872	29	1	0x8	0x3A	301005	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
940	872	29	1	0xB	0x87	301200	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
941	872	29	1	0xC	0x38	301260	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
942	872	29	1	0xE	0xC9	301365	0x1A	150	return	target=0x1A	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
943	872	29	1	0x1A	0xF1	301515	0x1B	150	linear	n/a	ordinary	zWriteFMI@s2.sounddriver.asm:351-368
944	872	29	1	0x1B	0x32	301665	0x1E	195	linear	n/a	ordinary	zWriteFMI@s2.sounddriver.asm:351-368
945	872	29	1	0x1E	0xF5	301860	0x1F	165	linear	n/a	ordinary	zWriteFMI@s2.sounddriver.asm:351-368
946	872	29	1	0x1F	0xCF	302025	0x8	165	call	target=0x8	control_flow	zWriteFMI@s2.sounddriver.asm:351-368
947	872	29	1	0x8	0x3A	302190	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
948	872	29	1	0xB	0x87	302385	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
949	872	29	1	0xC	0x38	302445	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
950	872	29	1	0xE	0xC9	302550	0x20	150	return	target=0x20	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
951	872	29	1	0x20	0x79	302700	0x21	60	linear	n/a	ordinary	zWriteFMI@s2.sounddriver.asm:351-368
952	872	29	1	0x21	0x32	302760	key_on	key_on	linear	n/a	ordinary,ym_write	zWriteFMI@s2.sounddriver.asm:351-368
